Indicator,Year,Country ISO 3 code,Country,WHO region,World bank income group,Sex,Comments,Value Numeric,Value String,Value low,Value high
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BEL,Belgium,Europe,High income,Female,,22.6,22.6 [18.3-26.9],18.3,26.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEL,Belgium,Europe,High income,Female,,22.5,22.5 [18.5-26.5],18.5,26.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEL,Belgium,Europe,High income,Both sexes,,27,27.0 [22.1-31.8],22.1,31.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEL,Belgium,Europe,High income,Male,,31.4,31.4 [25.6-37.2],25.6,37.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEL,Belgium,Europe,High income,Male,,29.8,29.8 [24.7-34.9],24.7,34.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEL,Belgium,Europe,High income,Female,,22.2,22.2 [18.6-25.8],18.6,25.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEL,Belgium,Europe,High income,Both sexes,,26,26.0 [21.6-30.4],21.6,30.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEL,Belgium,Europe,High income,Male,,28,28.0 [22.4-33.6],22.4,33.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEL,Belgium,Europe,High income,Female,,22,22.0 [17.6-26.5],17.6,26.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEL,Belgium,Europe,High income,Both sexes,,25,25.0 [20.0-30.1],20,30.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEL,Belgium,Europe,High income,Male,,27.8,27.8 [21.9-33.8],21.9,33.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEL,Belgium,Europe,High income,Both sexes,,25,25.0 [19.8-30.1],19.8,30.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEL,Belgium,Europe,High income,Female,,22.1,22.1 [17.8-26.4],17.8,26.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BEL,Belgium,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,24.8,24.8 [19.9-29.6],19.9,29.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BEL,Belgium,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,22,22.0 [17.7-26.3],17.7,26.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BEL,Belgium,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,27.6,27.6 [22.2-33.0],22.2,33
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BEL,Belgium,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,22,22.0 [16.3-27.7],16.3,27.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BEL,Belgium,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,24.4,24.4 [18.4-30.3],18.4,30.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BEL,Belgium,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,26.7,26.7 [20.4-33.0],20.4,33
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BEL,Belgium,Europe,High income,Female,The most recent survey was conducted in 2021. This is a projection.,21.8,21.8 [16.0-27.6],16,27.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BEL,Belgium,Europe,High income,Male,The most recent survey was conducted in 2021. This is a projection.,25.3,25.3 [18.9-31.7],18.9,31.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BEL,Belgium,Europe,High income,Both sexes,The most recent survey was conducted in 2021. This is a projection.,23.6,23.6 [17.5-29.6],17.5,29.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BLZ,Belize,Americas,Upper middle income,Male,,24.3,24.3 [13.4-35.1],13.4,35.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BLZ,Belize,Americas,Upper middle income,Female,,3.2,3.2 [1.6-4.8],1.6,4.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BLZ,Belize,Americas,Upper middle income,Both sexes,,13.7,13.7 [7.5-20.0],7.5,20
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BLZ,Belize,Americas,Upper middle income,Male,,21.8,21.8 [13.8-29.8],13.8,29.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BLZ,Belize,Americas,Upper middle income,Both sexes,,12.3,12.3 [7.7-16.9],7.7,16.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BLZ,Belize,Americas,Upper middle income,Female,,2.8,2.8 [1.6-4.0],1.6,4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BLZ,Belize,Americas,Upper middle income,Male,,21,21.0 [14.3-27.6],14.3,27.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BLZ,Belize,Americas,Upper middle income,Both sexes,,11.8,11.8 [8.0-15.7],8,15.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BLZ,Belize,Americas,Upper middle income,Female,,2.7,2.7 [1.6-3.7],1.6,3.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BLZ,Belize,Americas,Upper middle income,Both sexes,,11,11.0 [7.8-14.3],7.8,14.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BLZ,Belize,Americas,Upper middle income,Male,,19.6,19.6 [14.0-25.3],14,25.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BLZ,Belize,Americas,Upper middle income,Female,,2.5,2.5 [1.6-3.3],1.6,3.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BLZ,Belize,Americas,Upper middle income,Both sexes,,10,10.0 [7.3-12.7],7.3,12.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BLZ,Belize,Americas,Upper middle income,Male,,17.7,17.7 [13.1-22.4],13.1,22.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BLZ,Belize,Americas,Upper middle income,Female,,2.2,2.2 [1.5-3.0],1.5,3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BLZ,Belize,Americas,Upper middle income,Female,The most recent survey was conducted in 2015. This is a projection.,2,2.0 [1.3-2.7],1.3,2.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BLZ,Belize,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2015. This is a projection.,9.1,9.1 [6.0-12.1],6,12.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BLZ,Belize,Americas,Upper middle income,Male,The most recent survey was conducted in 2015. This is a projection.,16.2,16.2 [10.8-21.6],10.8,21.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BLZ,Belize,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2015. This is a projection.,8.9,8.9 [6.2-11.7],6.2,11.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BLZ,Belize,Americas,Upper middle income,Male,The most recent survey was conducted in 2015. This is a projection.,16,16.0 [11.2-20.7],11.2,20.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BLZ,Belize,Americas,Upper middle income,Female,The most recent survey was conducted in 2015. This is a projection.,1.9,1.9 [1.2-2.6],1.2,2.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BLZ,Belize,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2015. This is a projection.,8.8,8.8 [5.7-11.8],5.7,11.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BLZ,Belize,Americas,Upper middle income,Female,The most recent survey was conducted in 2015. This is a projection.,1.9,1.9 [1.1-2.7],1.1,2.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2022,BLZ,Belize,Americas,Upper middle income,Male,The most recent survey was conducted in 2015. This is a projection.,15.6,15.6 [10.2-21.0],10.2,21
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BLZ,Belize,Americas,Upper middle income,Female,The most recent survey was conducted in 2015. This is a projection.,1.8,1.8 [1.0-2.5],1,2.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BLZ,Belize,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2015. This is a projection.,8.3,8.3 [5.3-11.3],5.3,11.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2025,BLZ,Belize,Americas,Upper middle income,Male,The most recent survey was conducted in 2015. This is a projection.,14.8,14.8 [9.6-20.1],9.6,20.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BLZ,Belize,Americas,Upper middle income,Both sexes,The most recent survey was conducted in 2015. This is a projection.,7.7,7.7 [4.0-11.3],4,11.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BLZ,Belize,Americas,Upper middle income,Male,The most recent survey was conducted in 2015. This is a projection.,13.7,13.7 [7.3-20.1],7.3,20.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2030,BLZ,Belize,Americas,Upper middle income,Female,The most recent survey was conducted in 2015. This is a projection.,1.6,1.6 [0.7-2.5],0.7,2.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BEN,Benin,Africa,Lower middle income,Male,,20.4,20.4 [14.8-26.1],14.8,26.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BEN,Benin,Africa,Lower middle income,Both sexes,,11,11.0 [7.8-14.2],7.8,14.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2000,BEN,Benin,Africa,Lower middle income,Female,,1.6,1.6 [0.9-2.4],0.9,2.4
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BEN,Benin,Africa,Lower middle income,Both sexes,,8.8,8.8 [6.6-11.1],6.6,11.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BEN,Benin,Africa,Lower middle income,Male,,16.2,16.2 [12.4-20.0],12.4,20
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2005,BEN,Benin,Africa,Lower middle income,Female,,1.5,1.5 [0.9-2.1],0.9,2.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BEN,Benin,Africa,Lower middle income,Female,,1.5,1.5 [0.9-2.0],0.9,2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BEN,Benin,Africa,Lower middle income,Both sexes,,8.2,8.2 [6.3-10.1],6.3,10.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2007,BEN,Benin,Africa,Lower middle income,Male,,14.9,14.9 [11.7-18.2],11.7,18.2
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEN,Benin,Africa,Lower middle income,Both sexes,,7.2,7.2 [5.7-8.8],5.7,8.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEN,Benin,Africa,Lower middle income,Female,,1.4,1.4 [0.9-1.9],0.9,1.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2010,BEN,Benin,Africa,Lower middle income,Male,,13.1,13.1 [10.5-15.6],10.5,15.6
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEN,Benin,Africa,Lower middle income,Male,,10.5,10.5 [8.2-12.7],8.2,12.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEN,Benin,Africa,Lower middle income,Both sexes,,5.9,5.9 [4.5-7.3],4.5,7.3
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2015,BEN,Benin,Africa,Lower middle income,Female,,1.3,1.3 [0.8-1.8],0.8,1.8
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEN,Benin,Africa,Lower middle income,Female,The most recent survey was conducted in 2017-18. This is a projection.,1.2,1.2 [0.7-1.7],0.7,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEN,Benin,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,4.8,4.8 [3.5-6.1],3.5,6.1
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2020,BEN,Benin,Africa,Lower middle income,Male,The most recent survey was conducted in 2017-18. This is a projection.,8.4,8.4 [6.3-10.5],6.3,10.5
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEN,Benin,Africa,Lower middle income,Both sexes,The most recent survey was conducted in 2017-18. This is a projection.,4.6,4.6 [3.3-5.9],3.3,5.9
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEN,Benin,Africa,Lower middle income,Female,The most recent survey was conducted in 2017-18. This is a projection.,1.2,1.2 [0.7-1.7],0.7,1.7
Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older (SDG 3.a.1),2021,BEN,Benin,Africa,Lower middle income,Male,The most recent survey was conducted in 2017-18. This is a projection.,8,8.0 [5.9-10.1],5.9,10.1
